"bootstrap","lambda_min","coef_Intercept","coef_Depth","coef_temperature"
113,0.00150091690760982,7.39774218166146,-0.740442500015039,0.00875656290823422
114,0.00162430164424662,7.43572195008329,-0.766368536009188,0.00788489076305582
115,0.00164029845872107,7.41527028764303,-0.775784852037778,0.00874641841669108
116,0.00335977736760186,7.42034539357587,-0.728311102732371,0.00686574692660368
117,0.00151906959755911,7.36364950908287,-0.700781795958966,0.00596765382809947
118,0.00154583019219651,7.38806294225834,-0.749363592428747,0.00942909294362158
119,0.00171056519897784,7.38004288048986,-0.745477709404461,0.00843194403432489
120,0.00410846744770067,7.34904194079498,-0.698146063706242,0.00771649874909042
121,0.00494657813362348,7.4193070240648,-0.760850504826646,0.00808026294967431
122,0.001537584948593,7.34893099193621,-0.717982102745292,0.00721834637694957
123,0.00151435234223794,7.3614646134196,-0.722026236104106,0.00760472373832172
124,0.00431773648203877,7.38600032526913,-0.753922385434319,0.00958931810064132
125,0.00160222482343048,7.42523079072278,-0.770898585744535,0.00935345714740818
126,0.0017136864722517,7.39106178368242,-0.780318635354416,0.0121695306917963
127,0.00290619909032816,7.35057192235036,-0.73139482191824,0.00887795345676378
128,0.00594282168824158,7.45896410665086,-0.762817172463276,0.00885466525776551
129,0.00157628536570371,7.43331023449765,-0.764743791730817,0.00944677954185481
130,0.00143212866401675,7.28674894022684,-0.724540734522107,0.0114209061799605
131,0.00158038376046941,7.43184446479556,-0.761379987196599,0.00951288999362332
132,0.00241455100580292,7.36220116527244,-0.722561611032982,0.00699207845139001
133,0.00154922700951527,7.38402793010464,-0.763878906587141,0.0109710441844927
134,0.00167844274552322,7.37028570609468,-0.754493499163755,0.00980884592105196
135,0.00153615262428023,7.39249329107352,-0.761726943434607,0.0109642933648315
136,0.00149771883121074,7.38311689329646,-0.713208943553529,0.0078613442327361
137,0.00154763398481616,7.38455815830888,-0.728504473384024,0.00656544823550463
138,0.0017845464529675,7.3275599835969,-0.754003671028817,0.0120484031149301
139,0.0015732429177427,7.40792578450938,-0.753722380828023,0.00971361552867081
140,0.0015459481300912,7.37637327280952,-0.748460108486751,0.00973845746925443
141,0.00236628725635674,7.41243064004116,-0.760911901675906,0.00841390328789967
142,0.00159544488356106,7.32958217301606,-0.731001963665499,0.0108785344832034
143,0.00160885127584501,7.39878522637201,-0.754221959611749,0.00646093302947615
144,0.00173680592919826,7.41145195697574,-0.740895585687321,0.00634337406747533
145,0.00161919478157722,7.43267760550983,-0.74754798700747,0.00615149570969509
146,0.00460363290321373,7.43704014372484,-0.796821292334981,0.0103784118702528
147,0.00238527375872944,7.41485289240608,-0.804950044618814,0.0101874202543472
148,0.00164864867576016,7.43927670606341,-0.781371173462067,0.00892393387088348
149,0.00166465414216001,7.48849135626229,-0.792336438546692,0.00867259858522874
150,0.00163141726289818,7.45034325227332,-0.758942503099079,0.00712784943700984
151,0.00155613109108388,7.39937202233548,-0.734577081353067,0.00652388395385912
152,0.0118756541058141,7.34300137186124,-0.725518411813111,0.00804552885044237
153,0.0016834304102984,7.45904317429092,-0.771837125687003,0.00656540466810256
