Latitude,Longitude,Mean_Temperature_C
-24.5,59.5,22.9545191875
-24.5,60.5,22.902223625
-24.5,61.5,22.82959175
-24.5,62.5,22.7079391875
-24.5,63.5,22.615182875
-24.5,64.5,22.52820775
-24.5,65.5,22.412151375
-24.5,66.5,22.3031884375
-24.5,67.5,22.13155
-24.5,68.5,22.1172676875
-24.5,69.5,22.1738089375
-24.5,70.5,22.2741890625
-24.5,71.5,22.342060125
-24.5,72.5,22.354198375
-24.5,73.5,22.1851500625
-24.5,74.5,22.1108301875
-24.5,75.5,22.1830196875
-24.5,76.5,22.26279825
-24.5,77.5,22.2696189375
-24.5,78.5,22.235992375
-24.5,79.5,22.2408333125
-24.5,80.5,22.1788769375
-24.5,81.5,21.952808375
-24.5,82.5,21.8199461875
-24.5,83.5,21.716199875
-24.5,84.5,21.641777
-24.5,85.5,21.55908225
-24.5,86.5,21.4279955625
-24.5,87.5,21.315582375
-24.5,88.5,21.332552
-24.5,89.5,21.32419775
-24.5,90.5,21.2706375625
-24.5,91.5,21.24154475
-24.5,92.5,21.1503525
-24.5,93.5,21.07429125
-24.5,94.5,21.1358109375
-24.5,95.5,21.0898646875
-24.5,96.5,20.8899230625
-24.5,97.5,20.7939054375
-24.5,98.5,20.65568725
-24.5,99.5,20.5843925625
-24.5,100.5,20.5698146875
-24.5,101.5,20.6796169375
-24.5,102.5,20.703765875
-24.5,103.5,20.831377125
-24.5,104.5,20.8324088125
-24.5,105.5,21.023407
-24.5,106.5,21.2759209375
-24.5,107.5,21.4933756875
-24.5,108.5,21.6435070625
-24.5,109.5,21.8968925
-24.5,110.5,22.2901115625
-24.5,111.5,22.6960334375
-24.5,112.5,22.93294525
-24.5,113.5,22.6324024375
-24.5,114.5,23.4358693125
-24.5,115.5,24.31876575
-24.5,116.5,25.2665958125
-24.5,117.5,25.0639555
-24.5,118.5,24.6984576875
-24.5,119.5,23.988882125
-24.5,120.5,23.5467720625
-24.5,121.5,23.8184300625
-24.5,122.5,24.06182675
-24.5,123.5,24.5413284375
-24.5,124.5,24.7072888125
-24.5,125.5,24.749401125
-24.5,126.5,24.53511625
-24.5,127.5,24.088218625
-24.5,128.5,23.5356425
-24.5,129.5,23.01101675
-24.5,130.5,22.6138478125
-24.5,131.5,22.201932875
-24.5,132.5,22.067568
-24.5,133.5,22.697670125000002
-24.5,134.5,23.039705375
-24.5,135.5,23.5203668125
-24.5,136.5,24.097412125
-24.5,137.5,24.585081187500002
-24.5,138.5,25.591785375
-24.5,139.5,25.958137375
-24.5,140.5,26.55172925
-24.5,141.5,26.8204059375
-24.5,142.5,26.6433905
-24.5,143.5,26.741065875
-24.5,144.5,26.1434726875
-24.5,145.5,25.24610325
-24.5,146.5,24.2412280625
-24.5,147.5,23.6337793125
-24.5,148.5,23.8292461875
-24.5,149.5,24.5218085625
-24.5,150.5,24.427969125
-24.5,151.5,23.9945374375
-24.5,152.5,23.8793753125
-24.5,153.5,23.3716010625
-24.5,154.5,23.68238075
-24.5,155.5,23.6013164375
-24.5,156.5,23.5244941875
-24.5,157.5,23.5579146875
-24.5,158.5,23.4698981875
-24.5,159.5,23.3598041875
-24.5,160.5,23.287906562499998
-24.5,161.5,23.319120375
-24.5,162.5,23.1877748125
-24.5,163.5,23.1367893125
-24.5,164.5,23.0687541875
-24.5,165.5,22.965717375
-24.5,166.5,22.9718131875
-24.5,167.5,22.950357375
-24.5,168.5,22.9553240625
-24.5,169.5,22.91700175
-24.5,170.5,22.788698
-24.5,171.5,22.7263489375
-24.5,172.5,22.6222131875
-24.5,173.5,22.5981920625
-24.5,174.5,22.598731937500002
-24.5,175.5,22.8235035625
-24.5,176.5,22.8391799375
-24.5,177.5,22.7607155
-24.5,178.5,22.746769
-24.5,179.5,22.7398166875
-23.5,-179.5,23.2828045
-23.5,-178.5,23.2739830625
-23.5,-177.5,23.38858425
-23.5,-176.5,23.436899125
-23.5,-175.5,23.3581333125
-23.5,-174.5,23.309969
-23.5,-173.5,23.404459
-23.5,-172.5,23.5082301875
-23.5,-171.5,23.453674375
-23.5,-170.5,23.36147125
-23.5,-169.5,23.3688754375
-23.5,-168.5,23.2580260625
-23.5,-167.5,23.270833875
-23.5,-166.5,23.2389621875
-23.5,-165.5,23.25819975
-23.5,-164.5,23.406789875
-23.5,-163.5,23.3905355
-23.5,-162.5,23.31321325
-23.5,-161.5,23.334281875000002
-23.5,-160.5,23.252632062500002
-23.5,-159.5,23.2268694375
-23.5,-158.5,23.1948223125
-23.5,-157.5,23.2646293125
-23.5,-156.5,23.266510125
-23.5,-155.5,23.199890125
-23.5,-154.5,23.23678775
-23.5,-153.5,23.351020875
-23.5,-152.5,23.3143215625
-23.5,-151.5,23.1995256875
-23.5,-150.5,23.1553879375
-23.5,-149.5,23.1721515625
-23.5,-148.5,23.140850125
-23.5,-147.5,23.189372875
-23.5,-146.5,23.359833
-23.5,-145.5,23.4124546875
-23.5,-144.5,23.3344516875
-23.5,-143.5,23.2633591875
-23.5,-142.5,23.2502955625
-23.5,-141.5,23.333912
-23.5,-140.5,23.35900675
-23.5,-139.5,23.302602812499998
-23.5,-138.5,23.27049625
-23.5,-137.5,23.2532328125
-23.5,-136.5,23.3316974375
-23.5,-135.5,23.2733440625
-23.5,-134.5,23.1225033125
-23.5,-133.5,23.040494875
-23.5,-132.5,23.1147843125
-23.5,-131.5,23.2021484375
-23.5,-130.5,23.224740875000002
-23.5,-129.5,23.1042366875
-23.5,-128.5,23.1116961875
-23.5,-127.5,23.0305366875
-23.5,-126.5,22.9043980625
-23.5,-125.5,22.94561775
-23.5,-124.5,23.04537025
-23.5,-123.5,22.959259125
-23.5,-122.5,22.864276812499998
-23.5,-121.5,22.7669258125
-23.5,-120.5,22.7127209375
-23.5,-119.5,22.684223125
-23.5,-118.5,22.7146931875
-23.5,-117.5,22.72577675
-23.5,-116.5,22.6527710625
-23.5,-115.5,22.5240496875
-23.5,-114.5,22.4626273125
-23.5,-113.5,22.5006505
-23.5,-112.5,22.5352191875
-23.5,-111.5,22.4551925
-23.5,-110.5,22.475242625
-23.5,-109.5,22.430623937500002
-23.5,-108.5,22.3355501875
-23.5,-107.5,22.369037625
-23.5,-106.5,22.394319625
-23.5,-105.5,22.2953414375
-23.5,-104.5,22.1921406875
-23.5,-103.5,21.9186230625
-23.5,-102.5,21.8000391875
-23.5,-101.5,21.820423125
-23.5,-100.5,21.6201555
-23.5,-99.5,21.471422125
-23.5,-98.5,21.3469046875
-23.5,-97.5,21.14533625
-23.5,-96.5,20.935607875
-23.5,-95.5,20.7819004375
-23.5,-94.5,20.5662650625
-23.5,-93.5,20.357097625
-23.5,-92.5,20.2114468125
-23.5,-91.5,20.0143335625
-23.5,-90.5,19.840116375
-23.5,-89.5,19.689462625
-23.5,-88.5,19.5340100625
-23.5,-87.5,19.40052025
-23.5,-86.5,19.2975674375
-23.5,-85.5,19.16190725
-23.5,-84.5,19.0711496875
-23.5,-83.5,18.90209975
-23.5,-82.5,18.6583138125
-23.5,-81.5,18.514253562500002
-23.5,-80.5,18.359823249999998
-23.5,-79.5,18.153493875
-23.5,-78.5,17.9238510625
-23.5,-77.5,17.7118224375
-23.5,-76.5,17.5138875
-23.5,-75.5,17.29646875
-23.5,-74.5,17.136493625
-23.5,-73.5,17.05116825
-23.5,-72.5,17.0259190625
-23.5,-71.5,17.160339375
-23.5,-70.5,16.9116916875
-23.5,-69.5,18.4867019375
-23.5,-68.5,15.62053478125
-23.5,-67.5,6.67290305625
-23.5,-66.5,6.7613945
-23.5,-65.5,10.655397375
-23.5,-64.5,20.069684875
-23.5,-63.5,26.526514
-23.5,-62.5,26.7529393125
-23.5,-61.5,26.300234
-23.5,-60.5,25.9504890625
-23.5,-59.5,26.1652908125
-23.5,-58.5,25.8060895
-23.5,-57.5,25.4487895625
-23.5,-56.5,23.9055976875
-23.5,-55.5,23.2470511875
-23.5,-54.5,23.172821312499998
-23.5,-53.5,24.4461135625
-23.5,-52.5,23.9067268125
-23.5,-51.5,22.5532740625
-23.5,-50.5,21.7462081875
-23.5,-49.5,21.3608189375
-23.5,-48.5,19.884016
-23.5,-47.5,19.419738875
-23.5,-46.5,18.9958401875
-23.5,-45.5,20.6001969375
-23.5,-44.5,22.716413437499998
-23.5,-43.5,23.45882425
-23.5,-42.5,23.786315875
-23.5,-41.5,24.04192175
-23.5,-40.5,24.3692321875
-23.5,-39.5,24.148843875
-23.5,-38.5,24.034179625
-23.5,-37.5,24.1099739375
-23.5,-36.5,24.123546625
-23.5,-35.5,24.0496501875
-23.5,-34.5,23.9451694375
-23.5,-33.5,23.796487875
-23.5,-32.5,23.8222045625
-23.5,-31.5,23.836181562500002
-23.5,-30.5,23.748769875
-23.5,-29.5,23.710773375
-23.5,-28.5,23.7412320625
-23.5,-27.5,23.7229195625
-23.5,-26.5,23.966196125
-23.5,-25.5,23.928457125
-23.5,-24.5,23.955901937500002
-23.5,-23.5,23.7995299375
-23.5,-22.5,23.6135464375
-23.5,-21.5,23.554380375
-23.5,-20.5,23.3693733125
-23.5,-19.5,23.271472875
-23.5,-18.5,23.2398281875
-23.5,-17.5,23.0650806875
-23.5,-16.5,23.0179596875
-23.5,-15.5,22.9179381875
-23.5,-14.5,22.750873375
-23.5,-13.5,22.7384529375
-23.5,-12.5,22.5520459375
-23.5,-11.5,22.423523
-23.5,-10.5,22.271251625
-23.5,-9.5,22.099231625
-23.5,-8.5,21.959512750000002
-23.5,-7.5,21.734619062500002
-23.5,-6.5,21.54567325
-23.5,-5.5,21.369344625
-23.5,-4.5,21.2606295
-23.5,-3.5,20.98892975
-23.5,-2.5,20.7579059375
-23.5,-1.5,20.59333625
-23.5,-0.5,20.3391628125
-23.5,0.5,20.0851745625
-23.5,1.5,19.97473725
-23.5,2.5,19.890176812500002
-23.5,3.5,19.6872635
-23.5,4.5,19.527700375000002
-23.5,5.5,19.38326075
-23.5,6.5,19.2302970625
-23.5,7.5,19.111187
-23.5,8.5,18.9781284375
-23.5,9.5,18.791870125
-23.5,10.5,18.578826875
-23.5,11.5,18.2482585
-23.5,12.5,17.4417113125
-23.5,13.5,16.2758806875
-23.5,14.5,14.93365471875
-23.5,15.5,18.051155125
-23.5,16.5,16.8541375
-23.5,17.5,17.416944375
-23.5,18.5,17.7197951875
-23.5,19.5,17.36071775
-23.5,20.5,16.9157619375
-23.5,21.5,16.153564437500002
-23.5,22.5,16.3520985625
-23.5,23.5,16.3425674375
-23.5,24.5,15.62457475
-23.5,25.5,15.1018258125
-23.5,26.5,15.97967734375
-23.5,27.5,16.3027954375
-23.5,28.5,14.852159562499999
-23.5,29.5,14.24075896875
-23.5,30.5,15.5697783125
-23.5,31.5,17.9846095625
-23.5,32.5,18.637252750000002
-23.5,33.5,19.0460015
-23.5,34.5,18.85997775
-23.5,35.5,21.804330687500002
-23.5,36.5,24.516651125
-23.5,37.5,24.431961
-23.5,38.5,24.409851125
-23.5,39.5,24.486135625
-23.5,40.5,24.63319975
-23.5,41.5,24.7248096875
-23.5,42.5,24.83663925
-23.5,43.5,24.13640225
-23.5,44.5,20.0866985625
-23.5,45.5,18.098032
-23.5,46.5,16.12212371875
-23.5,47.5,20.022390375
-23.5,48.5,24.099662875
-23.5,49.5,24.0629614375
-23.5,50.5,24.1678350625
-23.5,51.5,24.0763873125
-23.5,52.5,23.8490905625
-23.5,53.5,23.7076720625
-23.5,54.5,23.6445560625
-23.5,55.5,23.725086125
-23.5,56.5,23.6853675625
-23.5,57.5,23.5030480625
-23.5,58.5,23.359882375
-23.5,59.5,23.273223875
-23.5,60.5,23.2607115625
-23.5,61.5,23.2299518125
-23.5,62.5,23.122265
-23.5,63.5,22.953502625
-23.5,64.5,22.896793375
-23.5,65.5,22.796365875
-23.5,66.5,22.7642286875
-23.5,67.5,22.7278711875
-23.5,68.5,22.71099675
-23.5,69.5,22.8216745
-23.5,70.5,22.905586125
-23.5,71.5,22.8378886875
-23.5,72.5,22.7371655625
-23.5,73.5,22.6883754375
-23.5,74.5,22.521160000000002
-23.5,75.5,22.4997483125
-23.5,76.5,22.579833875
-23.5,77.5,22.724821125
-23.5,78.5,22.821796375
-23.5,79.5,22.653705625
-23.5,80.5,22.427309125
-23.5,81.5,22.2957459375
-23.5,82.5,22.2198485625
-23.5,83.5,22.129696125
-23.5,84.5,22.0183409375
-23.5,85.5,21.8549575
-23.5,86.5,21.790283375
-23.5,87.5,21.8585700625
-23.5,88.5,21.93775375
-23.5,89.5,21.830131375
-23.5,90.5,21.6496506875
-23.5,91.5,21.680889
-23.5,92.5,21.6482236875
-23.5,93.5,21.6248379375
-23.5,94.5,21.52143675
-23.5,95.5,21.3770445625
-23.5,96.5,21.271860125
-23.5,97.5,21.352760375
-23.5,98.5,21.35721775
-23.5,99.5,21.23916825
-23.5,100.5,21.34544575
-23.5,101.5,21.350830125
-23.5,102.5,21.363840125
-23.5,103.5,21.5219325625
-23.5,104.5,21.491170812500002
-23.5,105.5,21.56752775
-23.5,106.5,21.766264
-23.5,107.5,21.9584503125
-23.5,108.5,22.191618
-23.5,109.5,22.444915625
-23.5,110.5,22.92564775
-23.5,111.5,23.2605170625
-23.5,112.5,23.473604125
-23.5,113.5,22.948747625
-23.5,114.5,23.744722375
-23.5,115.5,25.1061039375
-23.5,116.5,25.9044494375
-23.5,117.5,26.3035298125
-23.5,118.5,25.378398875000002
-23.5,119.5,24.4513531875
-23.5,120.5,24.4493311875
-23.5,121.5,24.430397
-23.5,122.5,25.034679375
-23.5,123.5,25.715516875
-23.5,124.5,25.7841071875
-23.5,125.5,25.8770521875
-23.5,126.5,25.405435625
-23.5,127.5,24.83675
-23.5,128.5,24.61827475
-23.5,129.5,24.289510625000002
-23.5,130.5,23.3055095625
-23.5,131.5,22.4672738125
-23.5,132.5,22.22538175
-23.5,133.5,22.4386501875
-23.5,134.5,22.575002625
-23.5,135.5,23.180452375
-23.5,136.5,24.0919169375
-23.5,137.5,25.1281166875
-23.5,138.5,26.221874125
-23.5,139.5,27.050026
-23.5,140.5,27.261505125
-23.5,141.5,27.65771475
-23.5,142.5,27.7909450625
-23.5,143.5,27.486146875
-23.5,144.5,27.40882125
-23.5,145.5,26.38031375
-23.5,146.5,25.0422096875
-23.5,147.5,24.583839375
-23.5,148.5,25.388935125
-23.5,149.5,25.3901385625
-23.5,150.5,25.4528923125
-23.5,151.5,24.1684398125
-23.5,152.5,23.866598125
-23.5,153.5,24.104961375
-23.5,154.5,24.122480375
-23.5,155.5,23.8478984375
-23.5,156.5,23.7477399375
-23.5,157.5,23.85788725
-23.5,158.5,23.76200475
-23.5,159.5,23.58466725
-23.5,160.5,23.500040125
-23.5,161.5,23.5761546875
-23.5,162.5,23.59751325
-23.5,163.5,23.6171950625
-23.5,164.5,23.6051979375
-23.5,165.5,23.6236669375
-23.5,166.5,23.5955925625
-23.5,167.5,23.6110229375
-23.5,168.5,23.5931835
-23.5,169.5,23.4525851875
-23.5,170.5,23.394683625
-23.5,171.5,23.303884625
-23.5,172.5,23.156452125
-23.5,173.5,23.1997890625
-23.5,174.5,23.287033
-23.5,175.5,23.3907470625
-23.5,176.5,23.4553814375
-23.5,177.5,23.57111725
-23.5,178.5,23.53941725
-23.5,179.5,23.432878375
-22.5,-179.5,24.028058875
-22.5,-178.5,23.985828625
-22.5,-177.5,24.0069503125
-22.5,-176.5,23.98198325
-22.5,-175.5,23.9696788125
-22.5,-174.5,23.969442375
-22.5,-173.5,24.0589295625
-22.5,-172.5,24.03484325
-22.5,-171.5,23.9948500625
-22.5,-170.5,23.92574875
-22.5,-169.5,23.9521101875
-22.5,-168.5,23.8924349375
-22.5,-167.5,23.8994045625
-22.5,-166.5,23.9197291875
-22.5,-165.5,24.034208437500002
-22.5,-164.5,24.056448
-22.5,-163.5,23.9934978125
-22.5,-162.5,24.030420375
-22.5,-161.5,24.02058225
-22.5,-160.5,23.929159124999998
-22.5,-159.5,23.834178875
-22.5,-158.5,23.7966538125
-22.5,-157.5,23.890371375
-22.5,-156.5,23.8960495
-22.5,-155.5,23.8038025
-22.5,-154.5,23.8052596875
-22.5,-153.5,23.91880025
-22.5,-152.5,23.840179250000002
-22.5,-151.5,23.774528625
-22.5,-150.5,23.82784825
-22.5,-149.5,23.80591025
-22.5,-148.5,23.8189105
-22.5,-147.5,23.781494
-22.5,-146.5,23.787534625
-22.5,-145.5,23.726562375
-22.5,-144.5,23.731884
-22.5,-143.5,23.717737125
-22.5,-142.5,23.7198771875
-22.5,-141.5,23.7721158125
-22.5,-140.5,23.783388000000002
-22.5,-139.5,23.74345025
-22.5,-138.5,23.63599775
-22.5,-137.5,23.69435325
-22.5,-136.5,23.7193891875
-22.5,-135.5,23.661811875
-22.5,-134.5,23.5430811875
-22.5,-133.5,23.529619125
-22.5,-132.5,23.6651934375
-22.5,-131.5,23.6685255625
-22.5,-130.5,23.553945375
-22.5,-129.5,23.399637375
-22.5,-128.5,23.411972125000002
-22.5,-127.5,23.4165535
-22.5,-126.5,23.4358959375
-22.5,-125.5,23.448682875
-22.5,-124.5,23.4529305
-22.5,-123.5,23.4756394375
-22.5,-122.5,23.3938315
-22.5,-121.5,23.305116625
-22.5,-120.5,23.293783125
-22.5,-119.5,23.2961311875
-22.5,-118.5,23.217165125
-22.5,-117.5,23.105306625
-22.5,-116.5,23.079376375
-22.5,-115.5,23.0248509375
-22.5,-114.5,22.9698695625
-22.5,-113.5,22.9172344375
-22.5,-112.5,22.840923375
-22.5,-111.5,22.83159075
-22.5,-110.5,22.8580874375
-22.5,-109.5,22.619249375
-22.5,-108.5,22.651340375
-22.5,-107.5,22.719877125
-22.5,-106.5,22.60558325
-22.5,-105.5,22.46301275
-22.5,-104.5,22.3522129375
-22.5,-103.5,22.1439418125
-22.5,-102.5,22.0327949375
-22.5,-101.5,21.843223375
-22.5,-100.5,21.67510025
-22.5,-99.5,21.5520135
-22.5,-98.5,21.406576125
-22.5,-97.5,21.253478875
-22.5,-96.5,21.10640325
-22.5,-95.5,20.9007949375
-22.5,-94.5,20.7654990625
-22.5,-93.5,20.6134031875
-22.5,-92.5,20.4351598125
-22.5,-91.5,20.241138562499998
-22.5,-90.5,20.03282725
-22.5,-89.5,19.832855062500002
-22.5,-88.5,19.6487636875
-22.5,-87.5,19.51096525
-22.5,-86.5,19.337329875000002
-22.5,-85.5,19.2205524375
-22.5,-84.5,19.068033375
-22.5,-83.5,18.906627625
-22.5,-82.5,18.7401656875
-22.5,-81.5,18.5733929375
-22.5,-80.5,18.356281375000002
-22.5,-79.5,18.124033
-22.5,-78.5,17.930505625
-22.5,-77.5,17.765604
-22.5,-76.5,17.57131
-22.5,-75.5,17.3749370625
-22.5,-74.5,17.30131325
-22.5,-73.5,17.322818875
-22.5,-72.5,17.4339695
-22.5,-71.5,17.6767691875
-22.5,-70.5,17.71936225
-22.5,-69.5,19.6088773125
-22.5,-68.5,13.8267728125
-22.5,-67.5,3.1862277837499997
-22.5,-66.5,4.4661751125
-22.5,-65.5,11.0581435
-22.5,-64.5,17.9739779375
-22.5,-63.5,25.769107875
-22.5,-62.5,27.8337021875
-22.5,-61.5,27.502969875
-22.5,-60.5,26.9063625
-22.5,-59.5,26.975189125
-22.5,-58.5,26.4666231875
-22.5,-57.5,26.0180874375
-22.5,-56.5,24.9040813125
-22.5,-55.5,22.92475675
-22.5,-54.5,23.590457875
-22.5,-53.5,24.4804516875
-22.5,-52.5,25.0075873125
-22.5,-51.5,25.0244846875
-22.5,-50.5,24.6094378125
-22.5,-49.5,22.912773125
-22.5,-48.5,22.2523401875
-22.5,-47.5,21.91348275
-22.5,-46.5,19.740598625
-22.5,-45.5,18.55799675
-22.5,-44.5,18.5306473125
-22.5,-43.5,21.0608691875
-22.5,-42.5,20.8510514375
-22.5,-41.5,23.1743945625
-22.5,-40.5,24.3648493125
-22.5,-39.5,24.7231426875
-22.5,-38.5,24.7026481875
-22.5,-37.5,24.6779669375
-22.5,-36.5,24.6943265
-22.5,-35.5,24.630228062500002
-22.5,-34.5,24.5070305625
-22.5,-33.5,24.5204334375
-22.5,-32.5,24.4248333125
-22.5,-31.5,24.3775214375
-22.5,-30.5,24.3667908125
-22.5,-29.5,24.47875025
-22.5,-28.5,24.364765125
-22.5,-27.5,24.457101875
-22.5,-26.5,24.408937625
-22.5,-25.5,24.274759125
-22.5,-24.5,24.1704006875
-22.5,-23.5,24.036022250000002
-22.5,-22.5,23.8285330625
-22.5,-21.5,23.744163625
-22.5,-20.5,23.692022375
-22.5,-19.5,23.5369473125
-22.5,-18.5,23.3650435
-22.5,-17.5,23.1866875
-22.5,-16.5,23.081257
-22.5,-15.5,23.0032463125
-22.5,-14.5,22.8695449375
-22.5,-13.5,22.8312625
-22.5,-12.5,22.6422119375
-22.5,-11.5,22.563913375
-22.5,-10.5,22.383148125
-22.5,-9.5,22.143320125
-22.5,-8.5,21.9839535
-22.5,-7.5,21.8379765
-22.5,-6.5,21.6183356875
-22.5,-5.5,21.437152875
-22.5,-4.5,21.2855625625
-22.5,-3.5,21.11770625
-22.5,-2.5,20.9168988125
-22.5,-1.5,20.7087096875
-22.5,-0.5,20.455871625
-22.5,0.5,20.2153681875
-22.5,1.5,20.056133250000002
-22.5,2.5,19.87722775
-22.5,3.5,19.7114791875
-22.5,4.5,19.6072789375
-22.5,5.5,19.5290488125
-22.5,6.5,19.3832206875
-22.5,7.5,19.253395125
-22.5,8.5,19.102527625
-22.5,9.5,18.9402658125
-22.5,10.5,18.6823808125
-22.5,11.5,18.2448654375
-22.5,12.5,17.4271126875
-22.5,13.5,16.1875991875
-22.5,14.5,14.82570459375
-22.5,15.5,17.5004654375
-22.5,16.5,17.5079841875
-22.5,17.5,15.571432125
-22.5,18.5,16.831674625
-22.5,19.5,16.2846774375
-22.5,20.5,17.1484890625
-22.5,21.5,16.405313375
-22.5,22.5,16.931203875
-22.5,23.5,17.1254386875
-22.5,24.5,16.2514649375
-22.5,25.5,15.093414375
-22.5,26.5,14.64331053125
-22.5,27.5,15.837596937499999
-22.5,28.5,16.6563148125
-22.5,29.5,16.65816128125
-22.5,30.5,16.8667506875
-22.5,31.5,18.6870575
-22.5,32.5,19.39385975
-22.5,33.5,19.8815613125
-22.5,34.5,19.06306075
-22.5,35.5,21.71867175
-22.5,36.5,24.8387966875
-22.5,37.5,24.7960910625
-22.5,38.5,24.9004840625
-22.5,39.5,24.9849414375
-22.5,40.5,25.069402562500002
-22.5,41.5,25.1472263125
-22.5,42.5,25.453275625
-22.5,43.5,23.125700062499998
-22.5,44.5,18.7806490625
-22.5,45.5,17.314157625
-22.5,46.5,16.6087875625
-22.5,47.5,19.576875625
-22.5,48.5,24.0106698125
-22.5,49.5,24.506000625
-22.5,50.5,24.590744
-22.5,51.5,24.569164125
-22.5,52.5,24.48550225
-22.5,53.5,24.3200263125
-22.5,54.5,24.162260125
-22.5,55.5,23.9836845
-22.5,56.5,23.7893485625
-22.5,57.5,23.686479625
-22.5,58.5,23.604532375
-22.5,59.5,23.575132375
-22.5,60.5,23.57498175
-22.5,61.5,23.575082875
-22.5,62.5,23.528259124999998
-22.5,63.5,23.28757675
-22.5,64.5,23.1995410625
-22.5,65.5,23.196817375000002
-22.5,66.5,23.172782875
-22.5,67.5,23.1318759375
-22.5,68.5,23.2223510625
-22.5,69.5,23.357376125
-22.5,70.5,23.306438375
-22.5,71.5,23.2678909375
-22.5,72.5,23.143074125
-22.5,73.5,23.1509420625
-22.5,74.5,23.2487278125
-22.5,75.5,23.282219
-22.5,76.5,23.2533988125
-22.5,77.5,23.25699025
-22.5,78.5,23.1729335625
-22.5,79.5,22.9586390625
-22.5,80.5,22.78388975
-22.5,81.5,22.69143675
-22.5,82.5,22.5778599375
-22.5,83.5,22.4881686875
-22.5,84.5,22.3694248125
-22.5,85.5,22.2952995625
-22.5,86.5,22.380989
-22.5,87.5,22.4773788125
-22.5,88.5,22.4215926875
-22.5,89.5,22.30569475
-22.5,90.5,22.257118062500002
-22.5,91.5,22.231514
-22.5,92.5,22.127439625
-22.5,93.5,22.037822625
-22.5,94.5,21.9770318125
-22.5,95.5,21.91269125
-22.5,96.5,21.9835604375
-22.5,97.5,21.89376825
-22.5,98.5,21.9044628125
-22.5,99.5,21.9360675
-22.5,100.5,21.9285181875
-22.5,101.5,21.92792125
-22.5,102.5,21.9914934375
-22.5,103.5,22.088417
-22.5,104.5,22.0599174375
-22.5,105.5,22.0740165625
-22.5,106.5,22.2190514375
-22.5,107.5,22.349332625
-22.5,108.5,22.6699048125
-22.5,109.5,22.9519043125
-22.5,110.5,23.359481625
-22.5,111.5,23.773670312500002
-22.5,112.5,23.99312225
-22.5,113.5,23.662506125
-22.5,114.5,24.19238275
-22.5,115.5,25.8083915625
-22.5,116.5,26.5921515625
-22.5,117.5,25.554086625
-22.5,118.5,24.9088973125
-22.5,119.5,25.3701898125
-22.5,120.5,25.5287475625
-22.5,121.5,25.617298125
-22.5,122.5,25.940481
-22.5,123.5,26.558816875
-22.5,124.5,26.7487276875
-22.5,125.5,26.79184725
-22.5,126.5,26.1879806875
-22.5,127.5,25.849576875
-22.5,128.5,25.5762538125
-22.5,129.5,25.2841798125
-22.5,130.5,24.29465475
-22.5,131.5,23.539257125
-22.5,132.5,23.421140625
-22.5,133.5,23.3064804375
-22.5,134.5,23.536254875
-22.5,135.5,23.8365974375
-22.5,136.5,24.7326869375
-22.5,137.5,25.77209275
-22.5,138.5,26.600198625
-22.5,139.5,26.938007375
-22.5,140.5,27.3458558125
-22.5,141.5,28.00366025
-22.5,142.5,28.2144279375
-22.5,143.5,27.868375874999998
-22.5,144.5,27.7538851875
-22.5,145.5,26.7194175
-22.5,146.5,25.589229625
-22.5,147.5,25.0631311875
-22.5,148.5,25.4991168125
-22.5,149.5,25.9306774375
-22.5,150.5,25.128915875
-22.5,151.5,24.1959191875
-22.5,152.5,24.3651124375
-22.5,153.5,24.435302749999998
-22.5,154.5,24.3489188125
-22.5,155.5,24.3067530625
-22.5,156.5,24.1375045625
-22.5,157.5,24.104673375
-22.5,158.5,24.1119746875
-22.5,159.5,23.9841805
-22.5,160.5,23.817648
-22.5,161.5,23.85287275
-22.5,162.5,23.9276523125
-22.5,163.5,24.061729375
-22.5,164.5,24.0274734375
-22.5,165.5,24.0815736875
-22.5,166.5,24.118822
-22.5,167.5,23.9941635
-22.5,168.5,23.9812413125
-22.5,169.5,23.828136375
-22.5,170.5,23.7651253125
-22.5,171.5,23.797384375
-22.5,172.5,23.8181934375
-22.5,173.5,23.8509921875
-22.5,174.5,23.860341875
-22.5,175.5,23.947673625
-22.5,176.5,23.9961700625
-22.5,177.5,24.0522786875
-22.5,178.5,24.09952925
-22.5,179.5,24.0426519375
-21.5,-179.5,24.5663243125
-21.5,-178.5,24.6134338125
-21.5,-177.5,24.6857395625
-21.5,-176.5,24.704956
-21.5,-175.5,24.747335375
-21.5,-174.5,24.68865975
-21.5,-173.5,24.597206125
-21.5,-172.5,24.4646588125
-21.5,-171.5,24.5173911875
-21.5,-170.5,24.565357125000002
-21.5,-169.5,24.5237921875
-21.5,-168.5,24.55145475
-21.5,-167.5,24.5403861875
-21.5,-166.5,24.601616
-21.5,-165.5,24.66745175
-21.5,-164.5,24.615614
-21.5,-163.5,24.6203231875
-21.5,-162.5,24.6751498125
-21.5,-161.5,24.6038206875
-21.5,-160.5,24.539215125
-21.5,-159.5,24.473297187500002
-21.5,-158.5,24.435077687499998
-21.5,-157.5,24.3431701875
-21.5,-156.5,24.389595
-21.5,-155.5,24.42850125
-21.5,-154.5,24.4020270625
-21.5,-153.5,24.443077125000002
-21.5,-152.5,24.390842375000002
-21.5,-151.5,24.3562525625
-21.5,-150.5,24.37076775
-21.5,-149.5,24.302619875
-21.5,-148.5,24.335981375
-21.5,-147.5,24.3456515625
