Numb	Lon	Lat	Hcc	Sed	Hc	Type	DLy1	DLy2	DLy3	TLy1	TLy2	TLy3	VP1	VP2	VP3	VS1	VS2	VS3	VPN	VSN	RHO1	RHO2	RHO3	RHON
19105	-155.5	36.5	6.7978	0.098	6.8958	SOCE	2.3413	4.5845	6.8958	2.2433	2.2433	2.3113	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19106	-154.5	36.5	6.8758	0.1	6.9758	SOCE	2.369	4.6381	6.9758	2.269	2.269	2.3378	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19107	-153.5	36.5	6.8904	0.099	6.9894	SOCE	2.3728	4.6466	6.9894	2.2738	2.2738	2.3427	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19108	-152.5	36.5	6.8909	0.099	6.9899	SOCE	2.373	4.647	6.9899	2.274	2.274	2.3429	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19109	-151.5	36.5	6.8892	0.1	6.9892	SOCE	2.3735	4.6469	6.9892	2.2735	2.2735	2.3423	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19110	-150.5	36.5	6.8903	0.101	6.9913	SOCE	2.3748	4.6486	6.9913	2.2738	2.2738	2.3427	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19111	-149.5	36.5	6.8919	0.1	6.9919	SOCE	2.3743	4.6487	6.9919	2.2743	2.2743	2.3432	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19112	-148.5	36.5	6.8863	0.101	6.9873	SOCE	2.3735	4.646	6.9873	2.2725	2.2725	2.3414	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19113	-147.5	36.5	6.8785	0.101	6.9795	SOCE	2.3709	4.6408	6.9795	2.2699	2.2699	2.3387	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19114	-146.5	36.5	6.8602	0.102	6.9622	SOCE	2.3659	4.6297	6.9622	2.2639	2.2639	2.3325	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19115	-145.5	36.5	6.8359	0.102	6.9379	SOCE	2.3579	4.6137	6.9379	2.2559	2.2559	2.3242	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19116	-144.5	36.5	6.7814	0.101	6.8824	SOCE	2.3389	4.5768	6.8824	2.2379	2.2379	2.3057	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19117	-143.5	36.5	6.7167	0.102	6.8187	SOCE	2.3185	4.535	6.8187	2.2165	2.2165	2.2837	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19118	-142.5	36.5	6.6996	0.101	6.8006	SOCE	2.3119	4.5227	6.8006	2.2109	2.2109	2.2779	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19119	-141.5	36.5	6.741	0.101	6.842	SOCE	2.3255	4.5501	6.842	2.2245	2.2245	2.2919	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19120	-140.5	36.5	6.8241	0.101	6.9251	SOCE	2.353	4.6049	6.9251	2.252	2.252	2.3202	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19121	-139.5	36.5	6.8644	0.101	6.9654	SOCE	2.3663	4.6315	6.9654	2.2653	2.2653	2.3339	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19122	-138.5	36.5	6.8777	0.1	6.9777	SOCE	2.3697	4.6393	6.9777	2.2697	2.2697	2.3384	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19123	-137.5	36.5	6.8722	0.101	6.9732	SOCE	2.3688	4.6367	6.9732	2.2678	2.2678	2.3366	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19124	-136.5	36.5	6.855	0.102	6.957	SOCE	2.3642	4.6263	6.957	2.2622	2.2622	2.3307	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19125	-135.5	36.5	6.8395	0.101	6.9405	SOCE	2.358	4.615	6.9405	2.257	2.257	2.3254	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19126	-134.5	36.5	6.8348	0.101	6.9358	SOCE	2.3565	4.6119	6.9358	2.2555	2.2555	2.3238	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19127	-133.5	36.5	6.844	0.101	6.945	SOCE	2.3595	4.618	6.945	2.2585	2.2585	2.327	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19128	-132.5	36.5	6.8606	0.1	6.9606	SOCE	2.364	4.628	6.9606	2.264	2.264	2.3326	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19129	-131.5	36.5	6.8693	0.101	6.9703	SOCE	2.3679	4.6348	6.9703	2.2669	2.2669	2.3356	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19130	-130.5	36.5	6.8651	0.101	6.9661	SOCE	2.3665	4.632	6.9661	2.2655	2.2655	2.3341	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19131	-129.5	36.5	6.8087	0.127	6.9357	SOCE	2.3739	4.6207	6.9357	2.2469	2.2469	2.3149	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19132	-128.5	36.5	6.6378	0.214	6.8518	SOCE	2.4045	4.5949	6.8518	2.1905	2.1905	2.2568	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19133	-127.5	36.5	6.4371	0.276	6.7131	SOCE	2.4002	4.5245	6.7131	2.1242	2.1242	2.1886	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19134	-126.5	36.5	6.1624	0.376	6.5384	SOCE	2.4096	4.4432	6.5384	2.0336	2.0336	2.0952	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19135	-125.5	36.5	6.2362	0.392	6.6282	SOCE	2.45	4.5079	6.6282	2.058	2.058	2.1203	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19136	-124.5	36.5	6.73	0.403	7.133	SOCE	2.6239	4.8448	7.133	2.2209	2.2209	2.2882	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19137	-123.5	36.5	7.5009	0.417	7.9179	SOCE	2.8923	5.3676	7.9179	2.4753	2.4753	2.5503	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19138	-122.5	36.5	12.6686	1.05	13.7186	COMA	5.2307	9.4113	13.7186	4.1807	4.1807	4.3073	5.96806225	6.484286644	6.639610506	3.443892632	3.686430302	3.788103086	8.023200723	4.485503876	2.709842501	2.829111367	2.868872975	3.299266771
19139	-121.5	36.5	19.0881	1.5	20.5881	ORON	7.7991	14.0981	20.5881	6.2991	6.2991	6.49	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19140	-120.5	36.5	22.9796	4	26.9796	ORON	11.5833	19.1665	26.9796	7.5833	7.5833	7.8131	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19141	-119.5	36.5	30.0773	1.3	31.3773	ORON	11.2255	21.151	31.3773	9.9255	9.9255	10.2263	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19142	-118.5	36.5	34.6299	0.01	34.6399	COAR	11.4379	22.8657	34.6399	11.4279	11.4279	11.7742	6.042330411	6.593511022	6.881328999	3.441572978	3.7098064	3.812053498	7.929852941	4.541764706	2.725799435	2.856883632	2.934328209	3.266233802
19143	-117.5	36.5	34.021	0.2	34.221	EXCT	11.4269	22.6538	34.221	11.2269	11.2269	11.5671	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
19144	-116.5	36.5	33.1773	0.2	33.3773	EXCT	11.1485	22.097	33.3773	10.9485	10.9485	11.2803	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
19145	-115.5	36.5	32.523	0.1	32.623	EXCT	10.8326	21.5652	32.623	10.7326	10.7326	11.0578	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
19146	-114.5	36.5	34.4597	0.2	34.6597	EXCT	11.5717	22.9434	34.6597	11.3717	11.3717	11.7163	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
19147	-113.5	36.5	36.7952	1.5	38.2952	ORON	13.6424	25.7848	38.2952	12.1424	12.1424	12.5104	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19148	-112.5	36.5	39.1801	1	40.1801	ORON	13.9294	26.8589	40.1801	12.9294	12.9294	13.3212	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19149	-111.5	36.5	38.8721	1.8	40.6721	ORON	14.6278	27.4556	40.6721	12.8278	12.8278	13.2165	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19150	-110.5	36.5	39.5629	2.2	41.7629	ORON	15.2558	28.3115	41.7629	13.0558	13.0558	13.4514	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19151	-109.5	36.5	40.8154	1.5	42.3154	ORON	14.9691	28.4382	42.3154	13.4691	13.4691	13.8772	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19152	-108.5	36.5	39.7296	3.4	43.1296	ORON	16.5108	29.6215	43.1296	13.1108	13.1108	13.5081	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19153	-107.5	36.5	38.339	3.8	42.139	ORON	16.4519	29.1037	42.139	12.6519	12.6519	13.0352	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19154	-106.5	36.5	40.503	0.3	40.803	ORON	13.666	27.032	40.803	13.366	13.366	13.771	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19155	-105.5	36.5	44.9096	0.2	45.1096	ORON	15.0202	29.8403	45.1096	14.8202	14.8202	15.2692	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19156	-104.5	36.5	44.3457	0.5	44.8457	ORON	15.1341	29.7682	44.8457	14.6341	14.6341	15.0775	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19157	-103.5	36.5	44.4642	0.7	45.1642	ORON	15.3732	30.0464	45.1642	14.6732	14.6732	15.1178	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19158	-102.5	36.5	43.598	2.4	45.998	ORON	16.7873	31.1747	45.998	14.3873	14.3873	14.8233	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19159	-101.5	36.5	43.2343	2.7	45.9343	ORON	16.9673	31.2346	45.9343	14.2673	14.2673	14.6997	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19160	-100.5	36.5	41.172	3.7	44.872	PLAT	17.2868	30.8736	44.872	13.5868	13.5868	13.9985	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19161	-99.5	36.5	38.9374	4.5	43.4374	PLAT	17.3494	30.1987	43.4374	12.8494	12.8494	13.2387	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19162	-98.5	36.5	40.1197	3.6	43.7197	PLAT	16.8395	30.079	43.7197	13.2395	13.2395	13.6407	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19163	-97.5	36.5	39.9919	2.8	42.7919	PLAT	15.9973	29.1946	42.7919	13.1973	13.1973	13.5972	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19164	-96.5	36.5	40.3738	1.3	41.6738	PLAT	14.6234	27.9467	41.6738	13.3234	13.3234	13.7271	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19165	-95.5	36.5	46.2009	0.5	46.7009	PLAT	15.7463	30.9926	46.7009	15.2463	15.2463	15.7083	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19166	-94.5	36.5	45.4365	0.4	45.8365	PLAT	15.3941	30.3881	45.8365	14.9941	14.9941	15.4484	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19167	-93.5	36.5	42.5225	0.4	42.9225	PLAT	14.4324	28.4649	42.9225	14.0324	14.0324	14.4577	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19168	-92.5	36.5	42.3568	0.4	42.7568	PLAT	14.3777	28.3555	42.7568	13.9777	13.9777	14.4013	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19169	-91.5	36.5	40.7315	1	41.7315	PLAT	14.4414	27.8828	41.7315	13.4414	13.4414	13.8487	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19170	-90.5	36.5	41.2756	1.4	42.6756	PLAT	15.0209	28.6419	42.6756	13.6209	13.6209	14.0337	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19171	-89.5	36.5	39.8282	2.3	42.1282	PLAT	15.4433	28.5866	42.1282	13.1433	13.1433	13.5416	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19172	-88.5	36.5	41.5866	2.2	43.7866	PLAT	15.9236	29.6471	43.7866	13.7236	13.7236	14.1394	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19173	-87.5	36.5	44.107	1.7	45.807	PLAT	16.2553	30.8106	45.807	14.5553	14.5553	14.9964	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
19174	-86.5	36.5	48.4904	1.3	49.7904	BASN	17.3018	33.3037	49.7904	16.0018	16.0018	16.4867	6.102726555	6.595532097	6.956696708	3.575975525	3.788459018	3.947094446	8.141004785	4.44978022	2.739069323	2.857405935	2.955620359	3.341689596
19175	-85.5	36.5	46.2434	1.5	47.7434	BASN	16.7603	32.0206	47.7434	15.2603	15.2603	15.7228	6.102726555	6.595532097	6.956696708	3.575975525	3.788459018	3.947094446	8.141004785	4.44978022	2.739069323	2.857405935	2.955620359	3.341689596
19176	-84.5	36.5	42.4827	2.2	44.6827	BASN	16.2193	30.2386	44.6827	14.0193	14.0193	14.4441	6.102726555	6.595532097	6.956696708	3.575975525	3.788459018	3.947094446	8.141004785	4.44978022	2.739069323	2.857405935	2.955620359	3.341689596
19177	-83.5	36.5	41.4748	1.5	42.9748	ORON	15.1867	28.8734	42.9748	13.6867	13.6867	14.1014	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19178	-82.5	36.5	43.7631	0.01	43.7731	ORON	14.4518	28.8936	43.7731	14.4418	14.4418	14.8795	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19179	-81.5	36.5	47.3996	0.01	47.4096	ORON	15.6519	31.2937	47.4096	15.6419	15.6419	16.1159	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19180	-80.5	36.5	48.0669	0.01	48.0769	ORON	15.8721	31.7342	48.0769	15.8621	15.8621	16.3428	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19181	-79.5	36.5	42.1984	0.01	42.2084	ORON	13.9355	27.8609	42.2084	13.9255	13.9255	14.3475	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19182	-78.5	36.5	38.7569	0.01	38.7669	ORON	12.7998	25.5896	38.7669	12.7898	12.7898	13.1773	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19183	-77.5	36.5	37.2537	0.3	37.5537	ORON	12.5937	24.8874	37.5537	12.2937	12.2937	12.6663	6.02698741	6.446999599	6.792321374	3.454212001	3.658206283	3.82911949	7.974627507	4.448764368	2.722470417	2.819834777	2.909721382	3.282012901
19184	-76.5	36.5	33.8703	0.9	34.7703	EXCT	12.0772	23.2544	34.7703	11.1772	11.1772	11.5159	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
19185	-75.5	36.5	26.7308	2.85	29.5808	COMA	11.6712	20.4923	29.5808	8.8212	8.8212	9.0885	5.96806225	6.484286644	6.639610506	3.443892632	3.686430302	3.788103086	8.023200723	4.485503876	2.709842501	2.829111367	2.868872975	3.299266771
19186	-74.5	36.5	15.0648	8.2	23.2648	COMA	13.1714	18.1428	23.2648	4.9714	4.9714	5.122	5.96806225	6.484286644	6.639610506	3.443892632	3.686430302	3.788103086	8.023200723	4.485503876	2.709842501	2.829111367	2.868872975	3.299266771
19187	-73.5	36.5	11.0898	6.39	17.4798	SOCE	10.0496	13.7093	17.4798	3.6596	3.6596	3.7705	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19188	-72.5	36.5	8.3598	4.743	13.1028	SOCE	7.5017	10.2604	13.1028	2.7587	2.7587	2.8423	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19189	-71.5	36.5	7.609	3.166	10.775	SOCE	5.677	8.188	10.775	2.511	2.511	2.5871	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19190	-70.5	36.5	7.5286	2.418	9.9466	SOCE	4.9024	7.3869	9.9466	2.4844	2.4844	2.5597	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19191	-69.5	36.5	7.1119	2.063	9.1749	SOCE	4.4099	6.7568	9.1749	2.3469	2.3469	2.418	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19192	-68.5	36.5	7.0183	1.601	8.6193	SOCE	3.917	6.2331	8.6193	2.316	2.316	2.3862	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19193	-67.5	36.5	7.0674	1.195	8.2624	SOCE	3.5273	5.8595	8.2624	2.3323	2.3323	2.4029	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19194	-66.5	36.5	6.497	1.317	7.814	SOCE	3.461	5.605	7.814	2.144	2.144	2.209	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
19195	-65.5	36.5	6.692	0.905	7.597	SOCE	3.1134	5.3218	7.597	2.2084	2.2084	2.2753	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
