Numb	Lon	Lat	Hcc	Sed	Hc	Type	DLy1	DLy2	DLy3	TLy1	TLy2	TLy3	VP1	VP2	VP3	VS1	VS2	VS3	VPN	VSN	RHO1	RHO2	RHO3	RHON
39745	-35.5	-20.5	7.6708	0.743	8.4138	LIPS	1.5101	3.0442	8.4138	0.7671	1.5342	5.3696	5.671926941	6.254404566	6.917283871	3.204478498	3.533561902	3.908069984	8.026683938	4.548666667	2.650064453	2.773570951	2.944433839	3.300509452
39746	-34.5	-20.5	6.926	0.91	7.836	LIPS	1.6026	2.9878	7.836	0.6926	1.3852	4.8482	5.671926941	6.254404566	6.917283871	3.204478498	3.533561902	3.908069984	8.026683938	4.548666667	2.650064453	2.773570951	2.944433839	3.300509452
39747	-33.5	-20.5	6.994	0.905	7.899	SOCE	3.213	5.521	7.899	2.308	2.308	2.3779	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39748	-32.5	-20.5	6.9682	0.996	7.9642	SOCE	3.2955	5.595	7.9642	2.2995	2.2995	2.3692	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39749	-31.5	-20.5	6.9649	0.734	7.6989	SOCE	3.0324	5.3308	7.6989	2.2984	2.2984	2.3681	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39750	-30.5	-20.5	6.8129	0.5	7.3129	SOCE	2.7483	4.9965	7.3129	2.2483	2.2483	2.3164	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39751	-29.5	-20.5	6.7666	0.323	7.0896	LIPS	0.9997	2.353	7.0896	0.6767	1.3533	4.7366	5.671926941	6.254404566	6.917283871	3.204478498	3.533561902	3.908069984	8.026683938	4.548666667	2.650064453	2.773570951	2.944433839	3.300509452
39752	-28.5	-20.5	6.9053	0.098	7.0033	SOCE	2.3767	4.6555	7.0033	2.2787	2.2787	2.3478	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39753	-27.5	-20.5	6.9072	0.099	7.0062	SOCE	2.3784	4.6578	7.0062	2.2794	2.2794	2.3485	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39754	-26.5	-20.5	6.9656	0.098	7.0636	SOCE	2.3967	4.6953	7.0636	2.2987	2.2987	2.3683	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39755	-25.5	-20.5	7.024	0.099	7.123	SOCE	2.4169	4.7348	7.123	2.3179	2.3179	2.3882	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39756	-24.5	-20.5	7.0574	0.1	7.1574	SOCE	2.4289	4.7579	7.1574	2.3289	2.3289	2.3995	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39757	-23.5	-20.5	7.0568	0.102	7.1588	SOCE	2.4308	4.7595	7.1588	2.3288	2.3288	2.3993	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39758	-22.5	-20.5	7.0267	0.102	7.1287	SOCE	2.4208	4.7396	7.1287	2.3188	2.3188	2.3891	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39759	-21.5	-20.5	6.9666	0.099	7.0656	SOCE	2.398	4.697	7.0656	2.299	2.299	2.3687	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39760	-20.5	-20.5	6.8987	0.089	6.9877	SOCE	2.3656	4.6421	6.9877	2.2766	2.2766	2.3456	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39761	-19.5	-20.5	6.8181	0.08	6.8981	SOCE	2.33	4.5799	6.8981	2.25	2.25	2.3181	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39762	-18.5	-20.5	6.9124	0.072	6.9844	SOCE	2.3531	4.6342	6.9844	2.2811	2.2811	2.3502	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39763	-17.5	-20.5	6.8526	0.062	6.9146	SOCE	2.3234	4.5847	6.9146	2.2614	2.2614	2.3299	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39764	-16.5	-20.5	6.8744	0.052	6.9264	SOCE	2.3206	4.5891	6.9264	2.2686	2.2686	2.3373	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39765	-15.5	-20.5	6.8685	0.04	6.9085	SOCE	2.3066	4.5732	6.9085	2.2666	2.2666	2.3353	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39766	-14.5	-20.5	6.8232	0.029	6.8522	SOCE	2.2806	4.5323	6.8522	2.2516	2.2516	2.3199	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39767	-13.5	-20.5	6.7801	0.018	6.7981	SOCE	2.2554	4.4928	6.7981	2.2374	2.2374	2.3052	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39768	-12.5	-20.5	6.7543	0.012	6.7663	SOCE	2.2409	4.4699	6.7663	2.2289	2.2289	2.2965	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39769	-11.5	-20.5	6.7675	0.018	6.7855	MORB	0.6948	2.0483	6.7855	0.6768	1.3535	4.7373	5.639077922	6.036831169	6.817371429	3.18591973	3.410639078	3.851622276	7.713409091	4	2.64380022	2.724604295	2.916587437	3.191699232
39770	-10.5	-20.5	6.5586	0.033	6.5916	SOCE	2.1974	4.3617	6.5916	2.1644	2.1644	2.2299	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39771	-9.5	-20.5	6.6644	0.047	6.7114	SOCE	2.2463	4.4455	6.7114	2.1993	2.1993	2.2659	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39772	-8.5	-20.5	6.9638	0.059	7.0228	SOCE	2.3571	4.6551	7.0228	2.2981	2.2981	2.3677	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39773	-7.5	-20.5	7.0278	0.069	7.0968	SOCE	2.3882	4.7074	7.0968	2.3192	2.3192	2.3895	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39774	-6.5	-20.5	7.2061	0.078	7.2841	SOCE	2.456	4.8341	7.2841	2.378	2.378	2.4501	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39775	-5.5	-20.5	7.0366	0.083	7.1196	SOCE	2.4051	4.7272	7.1196	2.3221	2.3221	2.3924	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39776	-4.5	-20.5	6.8662	0.087	6.9532	SOCE	2.3528	4.6187	6.9532	2.2658	2.2658	2.3345	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39777	-3.5	-20.5	6.9264	0.09	7.0164	SOCE	2.3757	4.6614	7.0164	2.2857	2.2857	2.355	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39778	-2.5	-20.5	6.9841	0.094	7.0781	SOCE	2.3988	4.7035	7.0781	2.3048	2.3048	2.3746	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39779	-1.5	-20.5	6.9974	0.097	7.0944	SOCE	2.4061	4.7153	7.0944	2.3091	2.3091	2.3791	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39780	-0.5	-20.5	6.9696	0.103	7.0726	SOCE	2.403	4.7029	7.0726	2.3	2.3	2.3697	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39781	0.5	-20.5	6.9108	0.1	7.0108	SOCE	2.3806	4.6611	7.0108	2.2806	2.2806	2.3497	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39782	1.5	-20.5	6.8461	0.1	6.9461	SOCE	2.3592	4.6184	6.9461	2.2592	2.2592	2.3277	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39783	2.5	-20.5	6.8185	0.12	6.9385	SOCE	2.3701	4.6202	6.9385	2.2501	2.2501	2.3183	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39784	3.5	-20.5	6.7526	0.237	6.9896	SOCE	2.4654	4.6937	6.9896	2.2284	2.2284	2.2959	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39785	4.5	-20.5	7.0076	0.276	7.2836	SOCE	2.5885	4.901	7.2836	2.3125	2.3125	2.3826	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39786	5.5	-20.5	8.9232	0.4	9.3232	SOCE	3.3447	6.2893	9.3232	2.9447	2.9447	3.0339	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39787	6.5	-20.5	8.4857	0.407	8.8927	SOCE	3.2073	6.0076	8.8927	2.8003	2.8003	2.8851	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39788	7.5	-20.5	7.8126	0.409	8.2216	SOCE	2.9871	5.5653	8.2216	2.5781	2.5781	2.6563	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39789	8.5	-20.5	7.7957	0.886	8.6817	LIPS	1.6656	3.2247	8.6817	0.7796	1.5591	5.457	5.671926941	6.254404566	6.917283871	3.204478498	3.533561902	3.908069984	8.026683938	4.548666667	2.650064453	2.773570951	2.944433839	3.300509452
39790	9.5	-20.5	10.6158	0.626	11.2418	LIPS	1.6876	3.8107	11.2418	1.0616	2.1232	7.431	5.671926941	6.254404566	6.917283871	3.204478498	3.533561902	3.908069984	8.026683938	4.548666667	2.650064453	2.773570951	2.944433839	3.300509452
39791	10.5	-20.5	17.9562	1.45	19.4062	LIPS	3.2456	6.8369	19.4062	1.7956	3.5912	12.5693	5.671926941	6.254404566	6.917283871	3.204478498	3.533561902	3.908069984	8.026683938	4.548666667	2.650064453	2.773570951	2.944433839	3.300509452
39792	11.5	-20.5	25.272	2.1	27.372	COMA	10.4398	18.7795	27.372	8.3398	8.3398	8.5925	5.96806225	6.484286644	6.639610506	3.443892632	3.686430302	3.788103086	8.023200723	4.485503876	2.709842501	2.829111367	2.868872975	3.299266771
39793	12.5	-20.5	26.3228	2.6	28.9228	COMA	11.2865	19.973	28.9228	8.6865	8.6865	8.9497	5.96806225	6.484286644	6.639610506	3.443892632	3.686430302	3.788103086	8.023200723	4.485503876	2.709842501	2.829111367	2.868872975	3.299266771
39794	13.5	-20.5	32.4321	0.6	33.0321	SHLD	11.3026	22.0052	33.0321	10.7026	10.7026	11.0269	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39795	14.5	-20.5	35.2089	0.01	35.2189	SHLD	11.6289	23.2479	35.2189	11.6189	11.6189	11.971	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39796	15.5	-20.5	37.1604	0.01	37.1704	SHLD	12.2729	24.5358	37.1704	12.2629	12.2629	12.6345	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39797	16.5	-20.5	38.7098	0.01	38.7198	SHLD	12.7842	25.5584	38.7198	12.7742	12.7742	13.1613	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39798	17.5	-20.5	40.5838	0.3	40.8838	SHLD	13.6926	27.0853	40.8838	13.3926	13.3926	13.7985	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39799	18.5	-20.5	40.4604	0.5	40.9604	PLAT	13.8519	27.2039	40.9604	13.3519	13.3519	13.7565	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
39800	19.5	-20.5	40.7268	0.5	41.2268	PLAT	13.9399	27.3797	41.2268	13.4399	13.4399	13.8471	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
39801	20.5	-20.5	41.7241	0.5	42.2241	PLAT	14.269	28.0379	42.2241	13.769	13.769	14.1862	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
39802	21.5	-20.5	41.2913	0.5	41.7913	PLAT	14.1261	27.7523	41.7913	13.6261	13.6261	14.039	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
39803	22.5	-20.5	40.6605	0.4	41.0605	PLAT	13.818	27.2359	41.0605	13.418	13.418	13.8246	6.163261849	6.536477074	6.909732613	3.572958263	3.766210741	3.959192911	8.127479893	4.538285714	2.75263641	2.842270391	2.94230357	3.336778142
39804	23.5	-20.5	39.0217	2.5	41.5217	BASN	15.3772	28.2543	41.5217	12.8772	12.8772	13.2674	6.102726555	6.595532097	6.956696708	3.575975525	3.788459018	3.947094446	8.141004785	4.44978022	2.739069323	2.857405935	2.955620359	3.341689596
39805	24.5	-20.5	41.5335	1	42.5335	SHLD	14.7061	28.4121	42.5335	13.7061	13.7061	14.1214	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39806	25.5	-20.5	44.1269	0.7	44.8269	SHLD	15.2619	29.8237	44.8269	14.5619	14.5619	15.0031	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39807	26.5	-20.5	44.1529	0.6	44.7529	SHLD	15.1705	29.7409	44.7529	14.5705	14.5705	15.012	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39808	27.5	-20.5	41.7453	0.1	41.8453	SHLD	13.8759	27.6519	41.8453	13.7759	13.7759	14.1934	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39809	28.5	-20.5	39.5098	0.01	39.5198	SHLD	13.0482	26.0865	39.5198	13.0382	13.0382	13.4333	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39810	29.5	-20.5	37.6599	0.01	37.6699	SHLD	12.4378	24.8655	37.6699	12.4278	12.4278	12.8044	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39811	30.5	-20.5	37.331	0.01	37.341	SHLD	12.3292	24.6485	37.341	12.3192	12.3192	12.6926	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39812	31.5	-20.5	38.7879	0.01	38.7979	SHLD	12.81	25.61	38.7979	12.8	12.8	13.1879	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39813	32.5	-20.5	39.7236	0.3	40.0236	EXCT	13.4088	26.5176	40.0236	13.1088	13.1088	13.506	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
39814	33.5	-20.5	37.7206	2	39.7206	EXCT	14.4478	26.8956	39.7206	12.4478	12.4478	12.825	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
39815	34.5	-20.5	29.6544	7.2	36.8544	EXCT	16.9859	26.7719	36.8544	9.7859	9.7859	10.0825	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
39816	35.5	-20.5	23.0206	7.5	30.5206	COMA	15.0968	22.6936	30.5206	7.5968	7.5968	7.827	5.96806225	6.484286644	6.639610506	3.443892632	3.686430302	3.788103086	8.023200723	4.485503876	2.709842501	2.829111367	2.868872975	3.299266771
39817	36.5	-20.5	17.801	5	22.801	COMA	10.8743	16.7487	22.801	5.8743	5.8743	6.0523	5.96806225	6.484286644	6.639610506	3.443892632	3.686430302	3.788103086	8.023200723	4.485503876	2.709842501	2.829111367	2.868872975	3.299266771
39818	37.5	-20.5	14.3185	2.245	16.5635	SOCE	6.9701	11.6952	16.5635	4.7251	4.7251	4.8683	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39819	38.5	-20.5	11.3488	2.431	13.7798	SOCE	6.1761	9.9212	13.7798	3.7451	3.7451	3.8586	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39820	39.5	-20.5	10.524	2.745	13.269	SOCE	6.2179	9.6909	13.269	3.4729	3.4729	3.5782	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39821	40.5	-20.5	8.8207	3.419	12.2397	SOCE	6.3298	9.2406	12.2397	2.9108	2.9108	2.999	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39822	41.5	-20.5	10.6754	2.507	13.1824	SOCE	6.0299	9.5528	13.1824	3.5229	3.5229	3.6297	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39823	42.5	-20.5	14.4366	2.03	16.4666	COMA	6.7941	11.5582	16.4666	4.7641	4.7641	4.9084	5.96806225	6.484286644	6.639610506	3.443892632	3.686430302	3.788103086	8.023200723	4.485503876	2.709842501	2.829111367	2.868872975	3.299266771
39824	43.5	-20.5	18.405	5	23.405	COMA	11.0737	17.1473	23.405	6.0737	6.0737	6.2577	5.96806225	6.484286644	6.639610506	3.443892632	3.686430302	3.788103086	8.023200723	4.485503876	2.709842501	2.829111367	2.868872975	3.299266771
39825	44.5	-20.5	23.2506	6.1	29.3506	EXCT	13.7727	21.4454	29.3506	7.6727	7.6727	7.9052	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
39826	45.5	-20.5	31.1097	2.2	33.3097	EXCT	12.4662	22.7324	33.3097	10.2662	10.2662	10.5773	6.022930001	6.375132233	6.757653375	3.40913683	3.652534983	3.831068228	8.009771127	4.371980676	2.721592906	2.802248086	2.900295863	3.29448233
39827	46.5	-20.5	38.7998	0.01	38.8098	SHLD	12.8139	25.6179	38.8098	12.8039	12.8039	13.1919	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39828	47.5	-20.5	38.0414	0.01	38.0514	SHLD	12.5637	25.1174	38.0514	12.5537	12.5537	12.9341	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39829	48.5	-20.5	27.7944	0.3	28.0944	SHLD	9.4722	18.6443	28.0944	9.1722	9.1722	9.4501	6.173159666	6.546049697	6.919012758	3.51897435	3.768293299	4.013133013	8.093349057	4.450716049	2.754880226	2.844706097	2.94492216	3.324430738
39830	49.5	-20.5	15.3478	0.876	16.2238	SOCE	5.9408	11.0056	16.2238	5.0648	5.0648	5.2183	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39831	50.5	-20.5	8.4949	0.546	9.0409	SOCE	3.3493	6.1526	9.0409	2.8033	2.8033	2.8882	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39832	51.5	-20.5	7.0722	0.356	7.4282	SOCE	2.6898	5.0237	7.4282	2.3338	2.3338	2.4045	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39833	52.5	-20.5	6.8613	0.236	7.0973	SOCE	2.5002	4.7645	7.0973	2.2642	2.2642	2.3328	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39834	53.5	-20.5	6.7528	0.306	7.0588	SOCE	2.5344	4.7629	7.0588	2.2284	2.2284	2.296	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39835	54.5	-20.5	7.6426	0.46	8.1026	SOCE	2.9821	5.5041	8.1026	2.5221	2.5221	2.5985	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39836	55.5	-20.5	11.2431	0.888	12.1311	SOCE	4.5982	8.3085	12.1311	3.7102	3.7102	3.8227	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39837	56.5	-20.5	7.87	0.973	8.843	SOCE	3.5701	6.1672	8.843	2.5971	2.5971	2.6758	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39838	57.5	-20.5	15.3278	0	15.3278	LIPS	1.5328	4.5983	15.3278	1.5328	3.0656	10.7295	5.671926941	6.254404566	6.917283871	3.204478498	3.533561902	3.908069984	8.026683938	4.548666667	2.650064453	2.773570951	2.944433839	3.300509452
39839	58.5	-20.5	7.6218	0.115	7.7368	SOCE	2.6302	5.1454	7.7368	2.5152	2.5152	2.5914	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39840	59.5	-20.5	6.8811	0.08	6.9611	SOCE	2.3508	4.6216	6.9611	2.2708	2.2708	2.3396	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39841	60.5	-20.5	6.9022	0.054	6.9562	SOCE	2.3317	4.6095	6.9562	2.2777	2.2777	2.3468	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39842	61.5	-20.5	6.9299	0.038	6.9679	SOCE	2.3249	4.6118	6.9679	2.2869	2.2869	2.3562	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39843	62.5	-20.5	6.8893	0.026	6.9153	SOCE	2.2995	4.5729	6.9153	2.2735	2.2735	2.3424	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39844	63.5	-20.5	6.9234	0.019	6.9424	SOCE	2.3037	4.5884	6.9424	2.2847	2.2847	2.354	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39845	64.5	-20.5	6.9863	0.013	6.9993	SOCE	2.3185	4.6239	6.9993	2.3055	2.3055	2.3753	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39846	65.5	-20.5	7.027	0.01	7.037	SOCE	2.3289	4.6479	7.037	2.3189	2.3189	2.3892	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39847	66.5	-20.5	7.0216	0.01	7.0316	SOCE	2.3271	4.6443	7.0316	2.3171	2.3171	2.3873	5.694938089	6.091359729	6.739466744	3.217479146	3.441446174	3.80760833	8.028348754	4.467863248	2.654495089	2.736551637	2.895386984	3.30110365
39848	67.5	-20.5	6.9972	0.01	7.0072	MORB	0.7097	2.1092	7.0072	0.6997	1.3994	4.898	5.639077922	6.036831169	6.817371429	3.18591973	3.410639078	3.851622276	7.713409091	4	2.64380022	2.724604295	2.916587437	3.191699232
