no. of analyses,Year,Lat oN,Long oE,Min. Depth (mbls.),Max. Depth (mbls.),Depth,cellsPer_rounded,cellsPer,S.D. (cells/gram or cells/mL),MethodTC,MethodDescription,MethodCM,T (oC),pH,Eh,Salinity (M),Ionic Strength (M),SOC  (ppm),DOC (ppm),NH4 or N (ppm),NO3 (ppm),porosity (%),conductivity (m/sec),Biomass Correlation?,Most Abundance Isolates or Phyla,gas concentrations,Sample_Type,Simplified_Rock_Type,rock type,Formation,Formation age,Citation,Na (M),Cl (M),Ca (M),Unnamed: 36,TDS ppm,meanHF,medianHF,mast,tcon,z85med,z122med,z85mean,z122mean,rechargeFull,rechargeType,rechargeVolume,crustTypeCompleteInfo,crustTypeMin1,crustType,crustTypeFull,crustScheme2,combined_cv,combined_cr_icefull,combined_cr,rechargeShort,crust,lat_grid,lon_grid,gradient
1,1998.0,30.6889,-96.4861,0.0,31,1.0,10000000.0,10000000.0,,AODC,,direct,21.5,,,,,"2,000",,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,NP-3,"Martino et al., 1997 Microb. Ecol., Ulrich et al. 1998",,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,3.0,501000.0,501187.0,,AODC,,direct,21.6,,,,,"320,000",,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,3.5,1260000.0,1258925.0,,AODC,,direct,21.6,,,,,"17,500",,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,4.0,2510000.0,2511886.0,,AODC,,direct,21.6,,,,,"610,000",,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,4.5,631000.0,630957.0,,AODC,,direct,21.6,,,,,"27,500",,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,7.0,7940000.0,7943282.0,,AODC,,direct,21.6,,,,,"7,500",,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,8.5,6310000.0,6309573.0,,AODC,,direct,21.7,,,,,"5,500",,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,17.5,1580000.0,1584893.0,,AODC,,direct,21.9,,,,,"4,500",,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,24.0,794000.0,794328.0,,AODC,,direct,22.0,,,,,"7,000",,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,24.5,2510000.0,2511886.0,,AODC,,direct,22.0,,,,,"7,000",,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,27.5,5010000.0,5011872.0,,AODC,,direct,22.1,,,,,"2,500",,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,29.0,7940000.0,7943282.0,,AODC,,direct,22.1,,,,,"1,000",,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,30.5,7080000.0,7079458.0,,AODC,,direct,22.1,,,,,500,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
1,1998.0,30.6889,-96.4861,,,31.0,1260000.0,1258925.0,,AODC,,direct,22.1,,,,,500,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Yegua Formation,,,,,,,,60.5,60.5,18.625,2.5,2.742768595,4.271694215,2.742768595,4.271694215,shallow_<100_mm/a,shallow,low,D-,Platform,Platform,E-,Craton,Craton low,Craton shallow,Craton shallow,shallow low,Craton,30.5,-96.5,34.13652038574219
9,2003.0,47.7339,13.0797,,,7.0,55000000.0,55000000.0,,DAPI&SYBR Green II,8.80E+07,direct,9.2,7.8,,,,,1.4,0.03,4.9,40.0,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,PI92,,Griebler et al 2002,,,,,,67.0100021,63.75,2.666666667,2.5,3.22875817,4.679738562,3.071680747,4.452071691,shallow_>=100_mm/a,shallow,high,P-,orogen,orogen,P-,orogen,orogen,orogen shallow,orogen shallow,shallow high,orogen,47.5,13.0,33.1187629699707
9,2003.0,47.7339,13.0797,,,7.0,106000000.0,106437500.0,,DAPI&SYBR Green II,1.70E+08,direct,11.0,7.8,,,,,1.3,0.02,3.5,40.0,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,OMV 11,,,,,,,,67.0100021,63.75,2.666666667,2.5,3.22875817,4.679738562,3.071680747,4.452071691,shallow_>=100_mm/a,shallow,high,P-,orogen,orogen,P-,orogen,orogen,orogen shallow,orogen shallow,shallow high,orogen,47.5,13.0,33.1187629699707
1,1999.0,55.7569,8.9258,,,3.2,44700000.0,44668359.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,0 meters from land fill,Quaternary and Miocene,Ludvigsen et al. 1999 - Microb Ecol (1999) 37:197_207 - Grinsted landfill,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,4.2,29500000.0,29512092.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,4.8,28200000.0,28183829.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,8.4,28200000.0,28183829.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,9.1,18600000.0,18620871.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,9.5,18600000.0,18620871.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,4.9,26300000.0,26302680.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,36 meters from land fill,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,5.3,39800000.0,39810717.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,6.0,56200000.0,56234133.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,8.0,10000000.0,10000000.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,8.7,15800000.0,15848932.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,9.4,7940000.0,7943282.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,7.2,13500000.0,13489629.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,59 meters from landfill,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,7.8,12600000.0,12589254.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,8.0,10000000.0,10000000.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,73 meters from landfill,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,8.7,6310000.0,6309573.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,9.4,6310000.0,6309573.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,5.5,39800000.0,39810717.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,78 meters from landfill,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,6.2,10000000.0,10000000.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,6.9,15800000.0,15848932.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,4.8,22400000.0,22387211.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,113 meters from landfill,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,5.6,35500000.0,35481339.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,6.2,19100000.0,19054607.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,9.0,17000000.0,16982437.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,9.7,20000000.0,19952623.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,6.5,7940000.0,7943282.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,170 meters from landfill,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,6.9,5010000.0,5011872.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,7.6,17800000.0,17782794.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,7.0,50100000.0,50118723.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,210 meters from landfill,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,7.7,22400000.0,22387211.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,8.4,17800000.0,17782794.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,5.5,15800000.0,15848932.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,305 meters from landfill,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,6.2,20000000.0,19952623.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,6.9,17800000.0,17782794.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,8.5,12600000.0,12589254.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,9.2,39800000.0,39810717.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1999.0,55.7569,8.9258,,,9.9,5010000.0,5011872.0,,AODC,,direct,,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,63.3300018,56.75,7.214285714,2.5,3.426683449,5.056639396,3.070650248,4.531253396,major_100-300_mm/a,major,high,H1,Proterozoic,Archaean_and_Proterozoic,H1,Craton,Craton high,Craton major,Craton major,major high,Craton,56.0,9.0,39.51094436645508
1,1995.0,37.2006,-115.8083,,,400.0,51800.0,51800.0,,AODC,,direct,15.0,,,,,,,,,,,,,,volanic ash,ash flow and volcanic tuff,ash flow tuff,Ranier Mesa,,"Haldeman et al. 95, FEMS Microbiology Ecology 17 (I 995) 27-38",,,,,,75.2900009,77.0,12.95,2.5,2.339285714,3.540584416,2.392415963,3.620998761,major_<2_mm/a,major,low,M-,orogen,orogen,M-,Extended_Crust,Extended_Crust low,Extended_Crust major,Extended_Crust major,major low,Extended_Crust,37.0,-116.0,36.3833333333333
1,1995.0,37.2006,-115.8083,,,400.0,61700000.0,61659500.0,,DAPI,,direct,15.0,8.5,,,,,,,,,,,,,volanic ash,ash flow and volcanic tuff,ash flow tuff,Ranier Mesa,DR,Haldeman et al. 94 Geomicrobiology Journal,,,,,,75.2900009,77.0,12.95,2.5,2.339285714,3.540584416,2.392415963,3.620998761,major_<2_mm/a,major,low,M-,orogen,orogen,M-,Extended_Crust,Extended_Crust low,Extended_Crust major,Extended_Crust major,major low,Extended_Crust,37.0,-116.0,36.3833333333333
1,1995.0,37.2006,-115.8083,,,140.0,135000000.0,134896288.0,,DAPI,,direct,26.0,7.4,,,,,,,,,,,,,volanic ash,ash flow and volcanic tuff,ash flow tuff,Ranier Mesa,TR,,,,,,,75.2900009,77.0,12.95,2.5,2.339285714,3.540584416,2.392415963,3.620998761,major_<2_mm/a,major,low,M-,orogen,orogen,M-,Extended_Crust,Extended_Crust low,Extended_Crust major,Extended_Crust major,major low,Extended_Crust,37.0,-116.0,36.3833333333333
1,1995.0,37.2006,-115.8083,,,140.0,295000000.0,295120923.0,,DAPI,,direct,26.0,9.0,,,,,,,,,,,,,soil,paleosol,paleosol,Ranier Mesa,TP,,,,,,,75.2900009,77.0,12.95,2.5,2.339285714,3.540584416,2.392415963,3.620998761,major_<2_mm/a,major,low,M-,orogen,orogen,M-,Extended_Crust,Extended_Crust low,Extended_Crust major,Extended_Crust major,major low,Extended_Crust,37.0,-116.0,36.3833333333333
1,1995.0,37.2006,-115.8083,,,1.0,263000000.0,263026799.0,,DAPI,,direct,26.0,7.8,,,,,,,,,,,,,soil,soil,soil,Ranier Mesa,TS,,,,,,,75.2900009,77.0,12.95,2.5,2.339285714,3.540584416,2.392415963,3.620998761,major_<2_mm/a,major,low,M-,orogen,orogen,M-,Extended_Crust,Extended_Crust low,Extended_Crust major,Extended_Crust major,major low,Extended_Crust,37.0,-116.0,36.3833333333333
20,2015.0,38.72,42.45,0.0,100,1.0,3850000.0,3851733.0,,7.99E-01,5.01E+06,direct,,,,,,,,,,,,,,,core,sediment,sediment,North Basin,,Kallmeyer et al. (2015) Lake Van Turkey - Int J Earth Sci (Geol Rundsch) DOI 10.1007/s00531-015-1219-6,,,,,,68.7900009,70.0,7.2,2.5,2.778571429,4.1,2.827445813,4.172117986,complex_<20_mm/a,complex,low,R2,orogen,orogen,R2,orogen,orogen,orogen complex,orogen complex,complex low,orogen,38.5,42.5,33.1187629699707
5,2015.0,38.72,42.45,,,2.5,767000.0,767462.0,,7.98E-01,1.00E+06,direct,,,,,,,,,,,,,,,core,sediment,sediment,North Basin,,,,,,,,68.7900009,70.0,7.2,2.5,2.778571429,4.1,2.827445813,4.172117986,complex_<20_mm/a,complex,low,R2,orogen,orogen,R2,orogen,orogen,orogen complex,orogen complex,complex low,orogen,38.5,42.5,33.1187629699707
